Plot;Harvest;Species;Infection;Notes
174;J18;Pm;0.35;
175;J18;Ao;0.33;
175;J18;Cj;0.15;
175;J18;Dc;NA;set to associated monoculture value
175;J18;Sp;0.25;
176;J18;Dc;0;Monoculture value zero. Set to half of lowest observed infection value in monocultures.
177;J18;Cb;0.25;
177;J18;Dg;0.4;
177;J18;Ga;0.3;
177;J18;Hl;0.6;
177;J18;Lp;0.1;
177;J18;To;0.4;
178;J18;Pm;0.02;
179;J18;Ao;0.4;
179;J18;Dc;0;
179;J18;Dg;0.2;
179;J18;To;0.5;
180;J18;Am;0;
180;J18;Ao;1;
180;J18;Be;0.12;
180;J18;Dc;0;
180;J18;Fr;0.2;
180;J18;Hp;0.35;
180;J18;Pm;0.15;
180;J18;Sp;0.3;
181;J18;Dc;NA;set to associated monoculture value
181;J18;Hp;0.15;
181;J18;Pg;0.5;
181;J18;Sp;0.15;
182;J18;Ga;0.25;
183;J18;Cb;1;
183;J18;Dg;0;
183;J18;Hl;0.6;
183;J18;Lp;0.3;
183;J18;Pt;0;
183;J18;To;0.5;
184;J18;Dg;0.5;
184;J18;Ga;0.6;
184;J18;Ra;0.05;
185;J18;Dc;0;
185;J18;Hl;0;
185;J18;Hp;0.2;
185;J18;Pg;0.8;
185;J18;Pm;0.1;
185;J18;To;0.4;
186;J18;Ao;0;
186;J18;Be;0.25;
186;J18;Cj;0.2;
186;J18;Dc;0;
186;J18;Fr;0.05;
186;J18;Hp;0.2;
186;J18;Pg;0.6;
186;J18;Pm;0.1;
187;J18;Ao;NA;set to associated monoculture value
187;J18;Cb;0.05;
187;J18;Dg;0.3;
187;J18;Ga;0.17;
187;J18;Hp;0.5;
187;J18;Pg;0.9;
187;J18;Ra;NA;set to associated monoculture value
187;J18;Sp;0.15;
188;J18;Dg;0.45;
188;J18;Hl;0.6;
188;J18;Pt;0.2;
189;J18;Cj;0.1;
189;J18;Fr;0.2;
189;J18;Ga;0;
189;J18;Pm;0.3;
189;J18;Pt;0;
189;J18;Sp;0;
189;J18;To;0.12;
190;J18;Am;0.05;
190;J18;Ao;NA;set to associated monoculture value
190;J18;Be;0.5;
190;J18;Cb;0;
190;J18;Cj;0.1;
190;J18;Dc;NA;set to associated monoculture value
190;J18;Dg;0.45;
190;J18;Fr;0.3;
190;J18;Ga;1;
190;J18;Hl;0.2;
190;J18;Hp;0.1;
190;J18;Lp;0.3;
190;J18;Pg;0.85;
190;J18;Pm;0.1;
190;J18;Pt;NA;set to associated monoculture value
190;J18;Ra;0.8;
190;J18;Sp;0.3;
190;J18;To;0;
191;J18;Am;0.1;
191;J18;Dg;0.3;
191;J18;Sp;0.4;
192;J18;Cb;0.25;
192;J18;Ga;0.2;
192;J18;Hl;0.1;
192;J18;Lp;0.2;
192;J18;Pt;0;
192;J18;Ra;0.5;
192;J18;To;0.2;
193;J18;Am;0;
193;J18;Dc;0;
193;J18;Lp;0.2;
193;J18;To;0.66;
194;J18;Dc;0.3;
194;J18;Lp;0.6;
194;J18;Pm;0.15;
194;J18;To;1;
195;J18;Be;0.12;
195;J18;Ga;0.2;
195;J18;Pm;0.1;
195;J18;To;0;
196;J18;Dg;0.1;
196;J18;Ga;0.3;
196;J18;Hl;0;
196;J18;Lp;0.15;
196;J18;Pt;0.2;
196;J18;To;0;
197;J18;Lp;0.75;
198;J18;Sp;0.2;
199;J18;Fr;0.05;
200;J18;Dg;0.3;
200;J18;Ga;0.4;
200;J18;Ra;0.75;
201;J18;Am;0;
201;J18;Ao;0;
201;J18;Fr;0;
201;J18;Hp;0.4;
202;J18;Cb;1;
203;J18;Am;0;
203;J18;Be;0;
203;J18;Cj;0;
203;J18;Dc;NA;set to associated monoculture value
203;J18;Fr;0;
203;J18;Pg;0.9;
203;J18;Pm;0.05;
203;J18;Sp;0.4;
204;J18;Ao;0;
204;J18;Be;0.25;
204;J18;Cj;0.2;
204;J18;Dc;NA;set to associated monoculture value
204;J18;Fr;0.1;
204;J18;Pg;0.9;
204;J18;Pm;0.1;
204;J18;Sp;0.1;
205;J18;Cb;0.5;
205;J18;Ga;0.2;
205;J18;Lp;0.3;
205;J18;Pt;0.5;
205;J18;Ra;0.3;
205;J18;To;0.45;
206;J18;Ga;0.2;
206;J18;Hl;0.3;
206;J18;Lp;0;
206;J18;Pt;0;
206;J18;Ra;0.35;
206;J18;To;0.1;
207;J18;Cj;0;
207;J18;Dg;0.2;
207;J18;Sp;0.5;
207;J18;To;0.5;
208;J18;Ao;0;
208;J18;Cj;0.05;
208;J18;Fr;0.2;
208;J18;Pg;0.5;
209;J18;Ao;0;
209;J18;Cj;0;
209;J18;Hp;0.3;
209;J18;Pg;1;
211;J18;Am;0.1;
211;J18;Ao;0;
211;J18;Be;0.1;
211;J18;Cj;0;
211;J18;Dc;0;
211;J18;Hp;0.3;
211;J18;Pm;0.2;
211;J18;Sp;0.3;
212;J18;To;0.5;
213;J18;Am;0.05;
213;J18;Be;NA;set to associated monoculture value
213;J18;Cj;0.2;
213;J18;Dc;0;
213;J18;Hp;0.6;
213;J18;Pg;1;
213;J18;Pm;0.1;
213;J18;Sp;0.5;
214;J18;Dg;0.4;
214;J18;Lp;0.25;
214;J18;Ra;0.2;
215;J18;Fr;0.15;
215;J18;Pt;0.4;
215;J18;Ra;0.1;
215;J18;Sp;0.6;
216;J18;Hp;0.7;
217;J18;Ao;0.6;
217;J18;Be;0.4;
217;J18;Cb;0.2;
217;J18;Cj;0;
217;J18;Hl;0.33;
217;J18;Hp;0.5;
217;J18;Lp;0.6;
217;J18;To;0.25;
218;J18;Dg;0.8;
218;J18;Lp;0.95;
218;J18;Pt;0;
218;J18;To;0.3;
219;J18;Hl;1;
220;J18;Cb;0.25;
220;J18;Ga;0.6;
220;J18;Hl;0.5;
220;J18;Lp;0.35;
221;J18;Cb;0.5;
221;J18;Dg;0.45;
221;J18;Pt;0.5;
221;J18;To;0.5;
222;J18;Am;0;
222;J18;Ao;0.5;
222;J18;Dg;0.5;
222;J18;Hl;0.8;
222;J18;Pg;0.5;
222;J18;Pm;0.25;
222;J18;Ra;1;
223;J18;Am;0;
223;J18;Cj;0.05;
223;J18;Fr;0.05;
223;J18;Hp;0.1;
224;J18;Be;0.5;
225;J18;Be;0.15;
225;J18;Cj;0.15;
225;J18;Dc;0.1;
225;J18;Pm;0.15;
226;J18;Am;0;
226;J18;Ga;NA;set to associated monoculture value
226;J18;Lp;0.6;
226;J18;Sp;0.55;
227;J18;Am;0;
227;J18;Ao;0;
227;J18;Be;0.66;
227;J18;Fr;0;
227;J18;Hp;0.2;
227;J18;Pg;0.5;
227;J18;Pm;0.1;
227;J18;Sp;0.15;
228;J18;Cb;0.5;
228;J18;Dg;0.3;
228;J18;Ga;0;
228;J18;Hl;1;
228;J18;Pt;0.1;
228;J18;To;0.2;
229;J18;Am;0;Monoculture value zero. Set to half of lowest observed infection value in monocultures.
230;J18;Am;0;
230;J18;Ao;0.05;
230;J18;Be;0;
230;J18;Cj;0.05;
230;J18;Dc;NA;set to associated monoculture value
230;J18;Pg;0.75;
230;J18;Pm;0.05;
230;J18;Sp;0.15;
231;J18;Be;0.5;
231;J18;Dc;0;
231;J18;Fr;0.1;
231;J18;Ga;0.3;
231;J18;Lp;0.25;
231;J18;Pt;0;
231;J18;Sp;0.05;
231;J18;To;0;
232;J18;Pt;0.05;
233;J18;Am;0;
233;J18;Ao;0.4;
233;J18;Be;0;
233;J18;Cb;0;
233;J18;Cj;0;
233;J18;Dc;NA;set to associated monoculture value
233;J18;Dg;0.45;
233;J18;Fr;0;
233;J18;Ga;NA;set to associated monoculture value
233;J18;Hl;1;
233;J18;Hp;0.2;
233;J18;Lp;0.05;
233;J18;Pg;0.35;
233;J18;Pm;0.15;
233;J18;Pt;0;
233;J18;Ra;0;
233;J18;Sp;0;
233;J18;To;0.5;
234;J18;Cj;0;Monoculture value zero. Set to half of lowest observed infection value in monocultures.
235;J18;Cb;0.3;
235;J18;Ga;0.3;
235;J18;Hl;0.9;
236;J18;Be;0.25;
236;J18;Dc;0;
236;J18;Ga;0.25;
236;J18;Lp;0.15;
236;J18;Pg;0.45;
236;J18;Pm;0.25;
236;J18;Ra;0.5;
237;J18;Dg;0.7;
237;J18;Lp;0.5;
237;J18;Pt;0.33;
238;J18;Ao;0.2;
238;J18;Dg;0.4;
238;J18;Hp;0.4;
238;J18;Ra;0.1;
239;J18;Dg;0.7;
239;J18;Lp;0.45;
239;J18;To;0.5;
240;J18;Dc;0;
240;J18;Dg;0.85;
240;J18;Ga;0;
240;J18;Hl;0.95;
240;J18;Hp;0;
240;J18;Lp;0.6;
240;J18;Pg;0.55;
240;J18;Pm;0.2;
241;J18;Be;0;
241;J18;Cb;0.75;
241;J18;Dc;NA;set to associated monoculture value
241;J18;Dg;0.5;
241;J18;Hl;1;
241;J18;Hp;0;
241;J18;Pg;0.5;
241;J18;Ra;0.6;
242;J18;Ao;0.7;
243;J18;Cb;1;
243;J18;Dg;0.15;
243;J18;Ga;0.5;
243;J18;Hl;0.9;
243;J18;Ra;0;
243;J18;To;0.4;
244;J18;Hp;0.1;
244;J18;Pg;0.4;
244;J18;Pm;0;
244;J18;Sp;0.05;
245;J18;Ao;0.4;
245;J18;Dc;NA;set to associated monoculture value
245;J18;Fr;0.1;
245;J18;Pm;0.05;
246;J18;Cb;0;
246;J18;Dg;0;
246;J18;Ga;0.5;
246;J18;Lp;0.1;
246;J18;Pt;0;
246;J18;Ra;0;
246;J18;To;0;
247;J18;Am;0.05;
247;J18;Ao;NA;set to associated monoculture value
247;J18;Be;NA;set to associated monoculture value
247;J18;Cb;0;
247;J18;Cj;0.5;
247;J18;Dc;NA;set to associated monoculture value
247;J18;Dg;0.33;
247;J18;Fr;0;
247;J18;Ga;NA;set to associated monoculture value
247;J18;Hl;0.7;
247;J18;Hp;0.33;
247;J18;Lp;0.15;
247;J18;Pg;0.5;
247;J18;Pm;0;
247;J18;Pt;0.1;
247;J18;Ra;0;
247;J18;Sp;0.2;
247;J18;To;0.25;
248;J18;Ra;0.3;
249;J18;Cb;0.95;
249;J18;Dg;0.25;
249;J18;Ga;NA;set to associated monoculture value
249;J18;Lp;0.8;
249;J18;Pt;0;
249;J18;Ra;0.2;
250;J18;Pg;0.5;
252;J18;Am;0;
252;J18;Ao;0;
252;J18;Be;0;
252;J18;Cj;0;
252;J18;Fr;0.1;
252;J18;Hp;0.2;
252;J18;Pg;0.8;
252;J18;Sp;0.2;
253;J18;Fr;0.05;
253;J18;Pt;NA;set to associated monoculture value
253;J18;Ra;NA;set to associated monoculture value
253;J18;Sp;0.35;
254;J18;Am;0;
254;J18;Be;0.6;
254;J18;Cj;0.05;
254;J18;Dc;0;
254;J18;Fr;0.05;
254;J18;Pg;0.6;
254;J18;Pm;0.3;
254;J18;Sp;0.05;
255;J18;Cb;0.8;
255;J18;Dg;0.4;
255;J18;Pt;0;
255;J18;To;0.7;
256;J18;Hp;0.5;
256;J18;Pg;0.3;
256;J18;Pm;0.05;
256;J18;Sp;0.2;
257;J18;Ao;0.3;
257;J18;Dc;0;
257;J18;Fr;0.05;
257;J18;Pm;0.15;
258;J18;Am;0;
258;J18;Ao;0;
258;J18;Be;0.5;
258;J18;Cj;0.05;
258;J18;Dc;0;
258;J18;Fr;0.1;
258;J18;Hp;0.6;
258;J18;Pm;0.35;
259;J18;Cb;0.85;
259;J18;Ga;0.8;
259;J18;Hl;0.8;
259;J18;Lp;0.95;
260;J18;Am;0.05;
260;J18;Dg;0.2;
260;J18;Sp;0.05;
261;J18;Dg;0.8;
261;J18;Hl;0.95;
261;J18;Pt;0.2;
262;J18;Pg;0.15;
263;J18;Cb;0.85;
263;J18;Ga;0.65;
263;J18;Lp;1;
263;J18;Pt;0.4;
263;J18;Ra;1;
263;J18;To;0.8;
264;J18;Ao;0.2;
264;J18;Dg;0.4;
264;J18;Hp;0.15;
264;J18;Ra;0.75;
265;J18;Am;0.05;
265;J18;Dc;0.15;
265;J18;Lp;0.5;
265;J18;To;0.5;
266;J18;Ao;0.25;
266;J18;Cj;0.1;
266;J18;Fr;0.1;
266;J18;Pg;0.7;
267;J18;Ga;0.6;
267;J18;Hl;0.6;
267;J18;Lp;1;
267;J18;Pt;0.1;
267;J18;Ra;0;
267;J18;To;0.25;
268;J18;Am;0.05;
268;J18;Ao;0.85;
268;J18;Dg;0.4;
268;J18;Hl;1;
268;J18;Pg;0.3;
268;J18;Pm;0.25;
268;J18;Ra;NA;set to associated monoculture value
269;J18;Dc;0;
269;J18;Hl;1;
269;J18;Hp;1;
269;J18;Pg;0.25;
269;J18;Pm;0.1;
269;J18;To;0.6;
270;J18;Dg;0.8;
270;J18;Lp;1;
270;J18;To;0.1;
271;J18;Ao;0;
271;J18;Be;0.1;
271;J18;Cj;0.1;
271;J18;Dc;NA;set to associated monoculture value
271;J18;Fr;0.4;
271;J18;Pg;0.75;
271;J18;Pm;0.15;
271;J18;Sp;0.1;
272;J18;Am;0;
272;J18;Ao;0.4;
272;J18;Dc;0;
272;J18;Pm;0.25;
273;J18;Cj;0.45;
273;J18;Dg;0.5;
273;J18;Sp;0.05;
273;J18;To;0.6;
274;J18;Pm;0.2;
275;J18;Fr;0.05;
276;J18;Ao;0.35;
276;J18;Be;0.25;
276;J18;Cb;0.4;
276;J18;Cj;0.25;
276;J18;Hl;0.5;
276;J18;Hp;0.9;
276;J18;Lp;0.5;
276;J18;To;1;
277;J18;Cb;0.8;
277;J18;Ga;0.8;
277;J18;Hl;1;
277;J18;Lp;0.9;
277;J18;Pt;0.4;
277;J18;Ra;0.5;
277;J18;To;0.5;
278;J18;Ao;0.2;
279;J18;Sp;0.8;
280;J18;Be;0.6;
280;J18;Dc;0;
280;J18;Ga;1;
280;J18;Lp;1;
280;J18;Pg;0.9;
280;J18;Pm;0.15;
280;J18;Ra;NA;set to associated monoculture value
281;J18;Am;0.05;
282;J18;Am;0.05;
282;J18;Ao;0;
282;J18;Be;0.1;
282;J18;Dc;NA;set to associated monoculture value
282;J18;Fr;0.3;
282;J18;Hp;0.7;
282;J18;Pm;0.2;
282;J18;Sp;0.15;
283;J18;Dc;0;
283;J18;Lp;0.9;
283;J18;Pm;0.1;
283;J18;To;0.8;
284;J18;Be;0.4;
284;J18;Cj;0.3;
284;J18;Dc;0;
284;J18;Pm;0.45;
285;J18;Am;0.05;
285;J18;Ao;1;
285;J18;Be;0.8;
285;J18;Fr;0.1;
285;J18;Hp;0.5;
285;J18;Pg;0.8;
285;J18;Pm;0.2;
285;J18;Sp;0.2;
286;J18;Cb;1;
287;J18;Dg;0.8;
287;J18;Lp;0.9;
287;J18;Pt;0.1;
287;J18;To;0.2;
288;J18;Am;0;
288;J18;Be;0.85;
288;J18;Cj;0.25;
288;J18;Dc;NA;set to associated monoculture value
288;J18;Hp;0.5;
288;J18;Pg;1;
288;J18;Pm;0.05;
288;J18;Sp;0.25;
289;J18;Dg;1;
289;J18;Lp;1;
289;J18;Pt;NA;set to associated monoculture value
290;J18;Am;0.1;
290;J18;Ao;1;
290;J18;Be;0.4;
290;J18;Cb;0.8;
290;J18;Cj;0.3;
290;J18;Dc;1;
290;J18;Dg;0.33;
290;J18;Fr;0.35;
290;J18;Ga;0.75;
290;J18;Hl;NA;set to associated monoculture value
290;J18;Hp;0.8;
290;J18;Lp;0.85;
290;J18;Pg;0.95;
290;J18;Pm;0.5;
290;J18;Pt;NA;set to associated monoculture value
290;J18;Ra;NA;set to associated monoculture value
290;J18;Sp;0.4;
290;J18;To;0.5;
291;J18;Cj;0.5;
291;J18;Fr;0.5;
291;J18;Ga;0.3;
291;J18;Pm;0.35;
291;J18;Pt;NA;set to associated monoculture value
291;J18;Sp;0.1;
291;J18;To;0;
292;J18;Pt;0.15;
293;J18;Ao;0.5;
293;J18;Cb;0.2;
293;J18;Dg;0.8;
293;J18;Ga;0.6;
293;J18;Hp;0.8;
293;J18;Pg;0.9;
293;J18;Ra;NA;set to associated monoculture value
293;J18;Sp;0.55;
294;J18;Lp;0.8;
295;J18;Am;0;
295;J18;Ao;0.2;
295;J18;Be;0.65;
295;J18;Cb;0.5;
295;J18;Cj;0.1;
295;J18;Dc;0;
295;J18;Dg;0.6;
295;J18;Fr;0.15;
295;J18;Ga;NA;set to associated monoculture value
295;J18;Hl;0.4;
295;J18;Hp;0.8;
295;J18;Lp;0.5;
295;J18;Pg;0.3;
295;J18;Pm;0.25;
295;J18;Pt;NA;set to associated monoculture value
295;J18;Ra;0;
295;J18;Sp;0.15;
295;J18;To;0;
296;J18;Dg;0.5;
296;J18;Lp;0.7;
296;J18;Ra;0.05;
297;J18;Dg;0.3;
297;J18;Ga;0.4;
297;J18;Ra;0.1;
298;J18;Dg;0.55;
299;J18;Hl;0.8;
300;J18;Cb;0.9;
300;J18;Dg;0;
300;J18;Ga;0.5;
300;J18;Lp;0.95;
300;J18;Pt;0.33;
300;J18;Ra;0;
300;J18;To;0.8;
301;J18;Cb;0.05;
301;J18;Dg;0.33;
301;J18;Ga;0.65;
301;J18;Lp;0.6;
301;J18;Pt;NA;set to associated monoculture value
301;J18;Ra;0;
302;J18;Ao;0.3;
302;J18;Dc;0;
302;J18;Dg;0.4;
302;J18;To;0.45;
303;J18;Am;0;
303;J18;Ao;0.6;
303;J18;Cb;NA;set to associated monoculture value
303;J18;Ga;0.7;
303;J18;Pm;0.35;
303;J18;Sp;0.35;
304;J18;Cb;0.6;
304;J18;Dg;0.7;
304;J18;Ga;0.8;
304;J18;Hl;0.65;
304;J18;Pt;0.5;
304;J18;To;0.75;
305;J18;Cb;0.95;
305;J18;Ga;0.5;
305;J18;Hl;0.5;
306;J18;Dc;0;
306;J18;Dg;0.6;
306;J18;Ga;0.6;
306;J18;Hl;0.35;
306;J18;Hp;0.8;
306;J18;Lp;0.3;
306;J18;Pg;0.8;
306;J18;Pm;0.2;
307;J18;Am;0.05;
307;J18;Ao;0.35;
307;J18;Be;0.15;
307;J18;Cj;0;
307;J18;Dc;NA;set to associated monoculture value
307;J18;Hp;0.35;
307;J18;Pm;0.1;
307;J18;Sp;0;
308;J18;Am;0;
308;J18;Ao;0;
308;J18;Be;0.25;
308;J18;Cb;0.15;
308;J18;Cj;0.3;
308;J18;Dc;NA;set to associated monoculture value
308;J18;Dg;0.35;
308;J18;Fr;0.3;
308;J18;Ga;0.4;
308;J18;Hl;0.75;
308;J18;Hp;0.35;
308;J18;Lp;0.65;
308;J18;Pg;0;
308;J18;Pm;0.35;
308;J18;Pt;0;
308;J18;Ra;0;
308;J18;Sp;0.5;
308;J18;To;0.35;
309;J18;Am;0.05;
309;J18;Ao;NA;set to associated monoculture value
309;J18;Fr;0.1;
309;J18;Hp;0.2;
310;J18;Be;0.35;
310;J18;Ga;0.4;
310;J18;Pm;0.1;
310;J18;To;0.5;
311;J18;Dg;1;
311;J18;Ga;0.35;
311;J18;Hl;1;
311;J18;Lp;1;
311;J18;Pt;0.2;
311;J18;To;0.2;
312;J18;Dc;NA;set to associated monoculture value
312;J18;Hp;0.3;
312;J18;Pg;0.3;
312;J18;Sp;0.1;
313;J18;Ra;0.6;
314;J18;Am;0;
314;J18;Cj;0.05;
314;J18;Fr;NA;set to associated monoculture value
314;J18;Hp;0.5;
316;J18;Ao;0;
316;J18;Cj;0.05;
316;J18;Dc;0;
316;J18;Sp;0.5;
317;J18;Cb;0.15;
317;J18;Dg;0.6;
317;J18;Ga;0.4;
317;J18;Hl;1;
317;J18;Ra;0.35;
317;J18;To;0.65;
318;J18;To;1;
319;J18;Am;0;
319;J18;Ga;0.4;
319;J18;Lp;0.4;
319;J18;Sp;0.25;
320;J18;Am;0;
320;J18;Ao;1;
320;J18;Be;0.15;
320;J18;Cj;0;
320;J18;Fr;0.25;
320;J18;Hp;0.2;
320;J18;Pg;0.5;
320;J18;Sp;0;
321;J18;Dc;0.1;
322;J18;Cb;0.8;
322;J18;Hp;1;
322;J18;Lp;0.9;
322;J18;Pg;0.8;
323;J18;Cb;0.05;
323;J18;Dg;0.1;
323;J18;Hl;0.95;
323;J18;Lp;0.9;
323;J18;Pt;0.35;
323;J18;To;0.1;
324;J18;Ao;0.3;
324;J18;Be;0.5;
324;J18;Cj;0.1;
324;J18;Dc;0.1;
324;J18;Fr;0.5;
324;J18;Hp;0.8;
324;J18;Pg;0.55;
324;J18;Pm;0.1;
325;J18;Be;0.3;
325;J18;Dc;NA;set to associated monoculture value
325;J18;Fr;0;
325;J18;Ga;0;
325;J18;Lp;0.75;
325;J18;Pt;0.05;
325;J18;Sp;0.05;
325;J18;To;0.25;
326;J18;Dg;0.6;
326;J18;Ga;0.5;
326;J18;Ra;0.6;
327;J18;Cj;0.25;
328;J18;Am;0;
328;J18;Ao;0.25;
328;J18;Be;0;
328;J18;Cb;0;
328;J18;Cj;0.05;
328;J18;Dc;NA;set to associated monoculture value
328;J18;Dg;0.5;
328;J18;Fr;0.25;
328;J18;Ga;0.5;
328;J18;Hl;0.5;
328;J18;Hp;0.35;
328;J18;Lp;0.4;
328;J18;Pg;0.4;
328;J18;Pm;0.3;
328;J18;Pt;0.6;
328;J18;Ra;NA;set to associated monoculture value
328;J18;Sp;0.5;
328;J18;To;0.5;
330;J18;Hp;0.25;
331;J18;Ao;0.15;
331;J18;Cj;0.3;
331;J18;Hp;0.9;
331;J18;Pg;0.15;
332;J18;Cb;0.05;
332;J18;Dg;0.7;
332;J18;Ga;0.3;
332;J18;Hl;1;
332;J18;Lp;0.9;
332;J18;To;0.1;
333;J18;Be;0.25;
333;J18;Cb;0.3;
333;J18;Dc;0;
333;J18;Dg;0.4;
333;J18;Hl;0.85;
333;J18;Hp;0.6;
333;J18;Pg;0.45;
333;J18;Ra;NA;set to associated monoculture value
334;J18;Ga;0.65;
335;J18;Be;0.25;
336;J18;Am;0;
336;J18;Ao;1;
336;J18;Be;0.65;
336;J18;Cj;0.2;
336;J18;Dc;NA;set to associated monoculture value
336;J18;Pg;1;
336;J18;Pm;0.1;
336;J18;Sp;0.2;
1;A18;Cj;0.8;
1;A18;Dg;0.8;
1;A18;Sp;0.3;
1;A18;To;0.8;
2;A18;Dc;0.33;
2;A18;Lp;0.9;
2;A18;Pm;0.25;
2;A18;To;1;
3;A18;Ao;NA;set to associated monoculture value
3;A18;Be;0.9;
3;A18;Cb;0.8;
3;A18;Cj;1;
3;A18;Hl;NA;set to associated monoculture value
3;A18;Hp;1;
3;A18;Lp;0.7;
3;A18;To;0.8;
4;A18;Dg;0.6;
5;A18;Ao;NA;set to associated monoculture value
5;A18;Dg;1;
5;A18;Hp;1;
5;A18;Ra;NA;set to associated monoculture value
6;A18;Pm;0.05;
7;A18;Dg;1;
7;A18;Hl;0.5;
7;A18;Pt;0.2;
8;A18;Ao;0.17;
9;A18;Dg;0.7;
9;A18;Lp;1;
9;A18;To;1;
10;A18;Ao;NA;set to associated monoculture value
10;A18;Cj;1;
10;A18;Dc;NA;set to associated monoculture value
10;A18;Sp;0.4;
11;A18;Ao;0.5;
11;A18;Be;0.4;
11;A18;Cj;1;
11;A18;Dc;0.5;
11;A18;Fr;0.5;
11;A18;Pg;0.6;
11;A18;Pm;0.1;
11;A18;Sp;0.4;
12;A18;Cb;0.7;
12;A18;Dg;0.6;
12;A18;Ga;0.9;
12;A18;Lp;0.6;
12;A18;Pt;NA;set to associated monoculture value
12;A18;Ra;0;
13;A18;Cb;0.6;
13;A18;Ga;0.9;
13;A18;Hl;0.55;
14;A18;Am;0.7;
14;A18;Dc;1;
14;A18;Lp;0.7;
14;A18;To;1;
15;A18;Dc;NA;set to associated monoculture value
15;A18;Hp;0.4;
15;A18;Pg;0.6;
15;A18;Sp;0.5;
16;A18;Dc;0.2;
17;A18;Ra;0.3;
18;A18;Be;0.6;
18;A18;Dc;0;
18;A18;Fr;0.2;
18;A18;Ga;0.75;
18;A18;Lp;0.8;
18;A18;Pt;0;
18;A18;Sp;0.3;
18;A18;To;1;
19;A18;Cb;1;
19;A18;Dg;1;
19;A18;Pt;0;
19;A18;To;1;
20;A18;Pt;0.1;
21;A18;Am;0.2;
21;A18;Ao;0;
21;A18;Be;0.67;
21;A18;Cb;0.9;
21;A18;Cj;1;
21;A18;Dc;NA;set to associated monoculture value
21;A18;Dg;1;
21;A18;Fr;0.6;
21;A18;Ga;0.33;
21;A18;Hl;NA;set to associated monoculture value
21;A18;Hp;0.9;
21;A18;Lp;0.5;
21;A18;Pg;0.6;
21;A18;Pm;0.2;
21;A18;Pt;1;
21;A18;Ra;NA;set to associated monoculture value
21;A18;Sp;0.55;
21;A18;To;0.8;
22;A18;Ao;NA;set to associated monoculture value
22;A18;Cj;0.9;
22;A18;Hp;1;
22;A18;Pg;0.6;
23;A18;Am;0.1;
23;A18;Cj;0.8;
23;A18;Fr;0.6;
23;A18;Hp;0.4;
24;A18;Dg;0.89;
24;A18;Lp;0.9;
24;A18;Pt;0.69;
24;A18;To;1;
25;A18;Hp;0.9;
25;A18;Pg;0.6;
25;A18;Pm;0.1;
25;A18;Sp;0.4;
26;A18;Hl;0.7;
27;A18;Dg;1;
27;A18;Lp;0.9;
27;A18;Ra;0;
28;A18;Ao;NA;set to associated monoculture value
28;A18;Be;1;
28;A18;Cj;1;
28;A18;Dc;NA;set to associated monoculture value
28;A18;Fr;0.5;
28;A18;Hp;1;
28;A18;Pg;0.5;
28;A18;Pm;0.2;
29;A18;Am;0.3;
29;A18;Be;0;
29;A18;Cj;0.7;
29;A18;Dc;NA;set to associated monoculture value
29;A18;Hp;0.6;
29;A18;Pg;0.5;
29;A18;Pm;0.4;
29;A18;Sp;0.4;
30;A18;Am;0.9;
32;A18;Lp;1;
33;A18;Fr;0.9;
33;A18;Pt;0;
33;A18;Ra;NA;set to associated monoculture value
33;A18;Sp;0.3;
34;A18;Ao;NA;set to associated monoculture value
34;A18;Cb;1;
34;A18;Dg;1;
34;A18;Ga;1;
34;A18;Hp;1;
34;A18;Pg;0.5;
34;A18;Ra;NA;set to associated monoculture value
34;A18;Sp;0.1;
35;A18;Be;0.8;
35;A18;Cb;1;
35;A18;Dc;0.25;
35;A18;Dg;0.83;
35;A18;Hl;0.5;
35;A18;Hp;1;
35;A18;Pg;0.5;
35;A18;Ra;NA;set to associated monoculture value
36;A18;Cb;0.8;
36;A18;Dg;0.78;
36;A18;Hl;0.75;
36;A18;Lp;0.7;
36;A18;Pt;0.25;
36;A18;To;0.8;
37;A18;Ao;0.5;
37;A18;Dc;0.11;
37;A18;Fr;0.7;
37;A18;Pm;0.1;
38;A18;Ao;1;
38;A18;Dc;0.2;
38;A18;Dg;0.9;
38;A18;To;1;
39;A18;Cb;0.7;
39;A18;Hp;0.9;
39;A18;Lp;0.8;
39;A18;Pg;0.3;
40;A18;Ga;1;
40;A18;Hl;0.3;
40;A18;Lp;1;
40;A18;Pt;0.7;
40;A18;Ra;0.33;
40;A18;To;1;
41;A18;Am;0.3;
41;A18;Ao;0.4;
41;A18;Be;1;
41;A18;Cj;0.8;
41;A18;Dc;NA;set to associated monoculture value
41;A18;Fr;0.3;
41;A18;Hp;0.8;
41;A18;Pm;0;
42;A18;Be;0.8;
42;A18;Cj;1;
42;A18;Dc;NA;set to associated monoculture value
42;A18;Pm;0;
43;A18;Am;0.4;
43;A18;Ao;NA;set to associated monoculture value
43;A18;Be;1;
43;A18;Cb;1;
43;A18;Cj;0.9;
43;A18;Dc;NA;set to associated monoculture value
43;A18;Dg;0.83;
43;A18;Fr;0.63;
43;A18;Ga;0.67;
43;A18;Hl;1;
43;A18;Hp;0.88;
43;A18;Lp;1;
43;A18;Pg;0.5;
43;A18;Pm;0.1;
43;A18;Pt;0;
43;A18;Ra;NA;set to associated monoculture value
43;A18;Sp;0.25;
43;A18;To;0.88;
44;A18;Am;0.2;
44;A18;Ao;1;
44;A18;Dg;1;
