"Plot;Harvest;Species;Abundance"
"171;A16;Hl;0.084848485"
"171;A16;Hp;0.012121212"
"171;A16;Lp;0.181818182"
"171;A16;Pg;0.012121212"
"171;A16;Pm;0.012121212"
"171;A16;Pt;0.060606061"
"171;A16;Ra;0.048484848"
"171;A16;Sp;0.024242424"
"171;A16;To;0.181818182"
"172;A16;Cb;0.555555556"
"172;A16;Hp;0.031746032"
"172;A16;Lp;0.396825397"
"172;A16;Pg;0.015873016"
"173;A16;Am;0.754716981"
"173;A16;Ao;0.056603774"
"173;A16;Dc;0.132075472"
"173;A16;Pm;0.056603774"
"174;A16;Am;0.204081633"
"174;A16;Ao;0.020408163"
"174;A16;Be;0.020408163"
"174;A16;Cj;0.326530612"
"174;A16;Dc;0.040816327"
"174;A16;Fr;0.306122449"
"174;A16;Hp;0.020408163"
"174;A16;Pm;0.06122449"
"175;A16;Ao;0.035087719"
"175;A16;Cj;0.350877193"
"175;A16;Dc;0.175438596"
"175;A16;Sp;0.438596491"
"176;A16;Dc;1"
"177;A16;Cb;0.051724138"
"177;A16;Dg;0.172413793"
"177;A16;Ga;0.25862069"
"177;A16;Hl;0.051724138"
"177;A16;Lp;0.25862069"
"177;A16;To;0.206896552"
"178;A16;Pm;1"
"179;A16;Ao;0.212121212"
"179;A16;Dc;0.303030303"
"179;A16;Dg;0.454545455"
"179;A16;To;0.03030303"
"180;A16;Am;0.327868852"
"180;A16;Ao;0"
"180;A16;Be;0.016393443"
"180;A16;Dc;0.049180328"
"180;A16;Fr;0.442622951"
"180;A16;Hp;0.06557377"
"180;A16;Pm;0.032786885"
"180;A16;Sp;0.06557377"
"181;A16;Dc;0.296296296"
"181;A16;Hp;0.37037037"
"181;A16;Pg;0.111111111"
"181;A16;Sp;0.222222222"
"182;A16;Ga;1"
"183;A16;Cb;0.195402299"
"183;A16;Dg;0.011494253"
"183;A16;Hl;0.356321839"
"183;A16;Lp;0.08045977"
"183;A16;Pt;0.034482759"
"183;A16;To;0.32183908"
"184;A16;Dg;0.084745763"
"184;A16;Ga;0.152542373"
"184;A16;Ra;0.762711864"
"185;A16;Dc;0.055045872"
"185;A16;Hl;0.183486239"
"185;A16;Hp;0.055045872"
"185;A16;Pg;0.04587156"
"185;A16;Pm;0.073394495"
"185;A16;To;0.587155963"
"186;A16;Ao;0"
"186;A16;Be;0.049180328"
"186;A16;Cj;0.360655738"
"186;A16;Dc;0.098360656"
"186;A16;Fr;0.278688525"
"186;A16;Hp;0.057377049"
"186;A16;Pg;0.081967213"
"186;A16;Pm;0.073770492"
"187;A16;Ao;0.018867925"
"187;A16;Cb;0.377358491"
"187;A16;Dg;0.037735849"
"187;A16;Ga;0.075471698"
"187;A16;Hp;0.018867925"
"187;A16;Pg;0.056603774"
"187;A16;Ra;0.226415094"
"187;A16;Sp;0.188679245"
"188;A16;Dg;0.3"
"188;A16;Hl;0.1"
"188;A16;Pt;0.6"
"189;A16;Cj;0.165517241"
"189;A16;Fr;0.206896552"
"189;A16;Ga;0.055172414"
"189;A16;Pm;0.034482759"
"189;A16;Pt;0.206896552"
"189;A16;Sp;0.055172414"
"189;A16;To;0.275862069"
"190;A16;Am;0.066666667"
"190;A16;Ao;0"
"190;A16;Be;0"
"190;A16;Cb;0.055555556"
"190;A16;Cj;0.044444444"
"190;A16;Dc;0.033333333"
"190;A16;Dg;0.033333333"
"190;A16;Fr;0.055555556"
"190;A16;Ga;0.011111111"
"190;A16;Hl;0.166666667"
"190;A16;Hp;0.055555556"
"190;A16;Lp;0.222222222"
"190;A16;Pg;0.011111111"
"190;A16;Pm;0.011111111"
"190;A16;Pt;0.166666667"
"190;A16;Ra;0.033333333"
"190;A16;Sp;0.011111111"
"190;A16;To;0.022222222"
"191;A16;Am;0.535714286"
"191;A16;Dg;0.107142857"
"191;A16;Sp;0.357142857"
"192;A16;Cb;0.144578313"
"192;A16;Ga;0.096385542"
"192;A16;Hl;0.024096386"
"192;A16;Lp;0.361445783"
"192;A16;Pt;0.301204819"
"192;A16;Ra;0.012048193"
"192;A16;To;0.060240964"
"193;A16;Am;0.298507463"
"193;A16;Dc;0.119402985"
"193;A16;Lp;0.52238806"
"193;A16;To;0.059701493"
"194;A16;Dc;0.283018868"
"194;A16;Lp;0.566037736"
"194;A16;Pm;0.056603774"
"194;A16;To;0.094339623"
"195;A16;Be;0.027027027"
"195;A16;Ga;0.540540541"
"195;A16;Pm;0.162162162"
"195;A16;To;0.27027027"
"196;A16;Dg;0.028985507"
"196;A16;Ga;0.217391304"
"196;A16;Hl;0"
"196;A16;Lp;0.579710145"
"196;A16;Pt;0.144927536"
"196;A16;To;0.028985507"
"197;A16;Lp;1"
"198;A16;Sp;1"
"199;A16;Fr;1"
"200;A16;Dg;0.077922078"
"200;A16;Ga;0.077922078"
"200;A16;Ra;0.844155844"
"201;A16;Am;0.38410596"
"201;A16;Ao;0.013245033"
"201;A16;Fr;0.582781457"
"201;A16;Hp;0.01986755"
"202;A16;Cb;1"
"203;A16;Am;0.028089888"
"203;A16;Be;0.033707865"
"203;A16;Cj;0.303370787"
"203;A16;Dc;0.112359551"
"203;A16;Fr;0.235955056"
"203;A16;Pg;0.04494382"
"203;A16;Pm;0.028089888"
"203;A16;Sp;0.213483146"
"204;A16;Ao;0.042553191"
"204;A16;Be;0"
"204;A16;Cj;0.326241135"
"204;A16;Dc;0"
"204;A16;Fr;0.340425532"
"204;A16;Pg;0.042553191"
"204;A16;Pm;0.014184397"
"204;A16;Sp;0.234042553"
"205;A16;Cb;0.222222222"
"205;A16;Ga;0.174603175"
"205;A16;Lp;0.285714286"
"205;A16;Pt;0.111111111"
"205;A16;Ra;0.19047619"
"205;A16;To;0.015873016"
"206;A16;Ga;0.141025641"
"206;A16;Hl;0.064102564"
"206;A16;Lp;0.397435897"
"206;A16;Pt;0.192307692"
"206;A16;Ra;0.051282051"
"206;A16;To;0.153846154"
"207;A16;Cj;0.413793103"
"207;A16;Dg;0.24137931"
"207;A16;Sp;0.25862069"
"207;A16;To;0.086206897"
"208;A16;Ao;0.025316456"
"208;A16;Cj;0.303797468"
"208;A16;Fr;0.569620253"
"208;A16;Pg;0.101265823"
"209;A16;Ao;0.057692308"
"209;A16;Cj;0.692307692"
"209;A16;Hp;0.019230769"
"209;A16;Pg;0.230769231"
"211;A16;Am;0.5"
"211;A16;Ao;0.019230769"
"211;A16;Be;0.019230769"
"211;A16;Cj;0.269230769"
"211;A16;Dc;0.057692308"
"211;A16;Hp;0.019230769"
"211;A16;Pm;0.028846154"
"211;A16;Sp;0.086538462"
"212;A16;To;1"
"213;A16;Am;0.267605634"
"213;A16;Be;0.014084507"
"213;A16;Cj;0.267605634"
"213;A16;Dc;0.070422535"
"213;A16;Hp;0.056338028"
"213;A16;Pg;0.035211268"
"213;A16;Pm;0.126760563"
"213;A16;Sp;0.161971831"
"214;A16;Dg;0.036764706"
"214;A16;Lp;0.654411765"
"214;A16;Ra;0.308823529"
"215;A16;Fr;0.464788732"
"215;A16;Pt;0.028169014"
"215;A16;Ra;0.295774648"
"215;A16;Sp;0.211267606"
"216;A16;Hp;1"
"217;A16;Ao;0.012345679"
"217;A16;Be;0.012345679"
"217;A16;Cb;0.12962963"
"217;A16;Cj;0.259259259"
"217;A16;Hl;0.030864198"
"217;A16;Hp;0.030864198"
"217;A16;Lp;0.345679012"
"217;A16;To;0.179012346"
"218;A16;Dg;0.145454545"
"218;A16;Lp;0.618181818"
"218;A16;Pt;0.218181818"
"218;A16;To;0.018181818"
"219;A16;Hl;1"
"220;A16;Cb;0.113821138"
"220;A16;Ga;0.455284553"
"220;A16;Hl;0.024390244"
"220;A16;Lp;0.406504065"
"221;A16;Cb;0.327868852"
"221;A16;Dg;0.131147541"
"221;A16;Pt;0.393442623"
"221;A16;To;0.147540984"
"222;A16;Am;0.440677966"
"222;A16;Ao;0.016949153"
"222;A16;Dg;0.118644068"
"222;A16;Hl;0.169491525"
"222;A16;Pg;0.084745763"
"222;A16;Pm;0.033898305"
"222;A16;Ra;0.13559322"
"223;A16;Am;0.108433735"
"223;A16;Cj;0.397590361"
"223;A16;Fr;0.481927711"
"223;A16;Hp;0.012048193"
"224;A16;Be;1"
"225;A16;Be;0.031746032"
"225;A16;Cj;0.634920635"
"225;A16;Dc;0.301587302"
"225;A16;Pm;0.031746032"
"226;A16;Am;0.166666667"
"226;A16;Ga;0.018518519"
"226;A16;Lp;0.277777778"
"226;A16;Sp;0.537037037"
"227;A16;Am;0.192307692"
"227;A16;Ao;0.025641026"
"227;A16;Be;0.025641026"
"227;A16;Fr;0.282051282"
"227;A16;Hp;0.076923077"
"227;A16;Pg;0.038461538"
"227;A16;Pm;0.025641026"
"227;A16;Sp;0.333333333"
"228;A16;Cb;0.03030303"
"228;A16;Dg;0.121212121"
"228;A16;Ga;0.060606061"
"228;A16;Hl;0.606060606"
"228;A16;Pt;0.090909091"
"228;A16;To;0.090909091"
"229;A16;Am;1"
"230;A16;Am;0.082644628"
"230;A16;Ao;0.033057851"
"230;A16;Be;0.033057851"
"230;A16;Cj;0.363636364"
"230;A16;Dc;0.107438017"
"230;A16;Pg;0.049586777"
"230;A16;Pm;0.033057851"
"230;A16;Sp;0.297520661"
"231;A16;Be;0.015384615"
"231;A16;Dc;0.061538462"
"231;A16;Fr;0.092307692"
"231;A16;Ga;0.046153846"
"231;A16;Lp;0.276923077"
"231;A16;Pt;0.030769231"
"231;A16;Sp;0.446153846"
"231;A16;To;0.030769231"
"232;A16;Pt;1"
"233;A16;Am;0.061032864"
"233;A16;Ao;0.009389671"
"233;A16;Be;0.009389671"
"233;A16;Cb;0.061032864"
"233;A16;Cj;0.234741784"
"233;A16;Dc;0.023474178"
"233;A16;Dg;0.070422535"
"233;A16;Fr;0.061032864"
"233;A16;Ga;0.018779343"
"233;A16;Hl;0.03286385"
"233;A16;Hp;0.018779343"
"233;A16;Lp;0.084507042"
"233;A16;Pg;0.018779343"
"233;A16;Pm;0.014084507"
"233;A16;Pt;0.028169014"
"233;A16;Ra;0.084507042"
"233;A16;Sp;0.028169014"
"233;A16;To;0.14084507"
"234;A16;Cj;1"
"235;A16;Cb;0.377358491"
"235;A16;Ga;0.41509434"
"235;A16;Hl;0.20754717"
"236;A16;Be;0"
"236;A16;Dc;0.20754717"
"236;A16;Ga;0.037735849"
"236;A16;Lp;0.471698113"
"236;A16;Pg;0.113207547"
"236;A16;Pm;0.132075472"
"236;A16;Ra;0.037735849"
"237;A16;Dg;0.111111111"
"237;A16;Lp;0.786324786"
"237;A16;Pt;0.102564103"
"238;A16;Ao;0.022727273"
"238;A16;Dg;0.431818182"
"238;A16;Hp;0.068181818"
"238;A16;Ra;0.477272727"
"239;A16;Dg;0.063291139"
"239;A16;Lp;0.303797468"
"239;A16;To;0.632911392"
"240;A16;Dc;0.074074074"
"240;A16;Dg;0.074074074"
"240;A16;Ga;0.018518519"
"240;A16;Hl;0.574074074"
"240;A16;Hp;0"
"240;A16;Lp;0.148148148"
"240;A16;Pg;0.092592593"
"240;A16;Pm;0.018518519"
"241;A16;Be;0.018348624"
"241;A16;Cb;0.018348624"
"241;A16;Dc;0.110091743"
"241;A16;Dg;0.036697248"
"241;A16;Hl;0.550458716"
"241;A16;Hp;0.018348624"
"241;A16;Pg;0.04587156"
"241;A16;Ra;0.201834862"
"242;A16;Ao;1"
"243;A16;Cb;0.058823529"
"243;A16;Dg;0.044117647"
"243;A16;Ga;0.014705882"
"243;A16;Hl;0.588235294"
"243;A16;Ra;0.073529412"
"243;A16;To;0.220588235"
"244;A16;Hp;0.19047619"
"244;A16;Pg;0.095238095"
"244;A16;Pm;0.047619048"
"244;A16;Sp;0.666666667"
"245;A16;Ao;0.034482759"
"245;A16;Dc;0.206896552"
"245;A16;Fr;0.465517241"
"245;A16;Pm;0.293103448"
"246;A16;Cb;0.097560976"
"246;A16;Dg;0.12195122"
"246;A16;Ga;0.024390244"
"246;A16;Lp;0.256097561"
"246;A16;Pt;0.036585366"
"246;A16;Ra;0.073170732"
"246;A16;To;0.390243902"
"247;A16;Am;0.050632911"
"247;A16;Ao;0"
"247;A16;Be;0"
"247;A16;Cb;0.025316456"
"247;A16;Cj;0.221518987"
"247;A16;Dc;0.044303797"
"247;A16;Dg;0"
"247;A16;Fr;0.025316456"
"247;A16;Ga;0.012658228"
"247;A16;Hl;0.35443038"
"247;A16;Hp;0.012658228"
"247;A16;Lp;0.075949367"
"247;A16;Pg;0.025316456"
"247;A16;Pm;0.012658228"
"247;A16;Pt;0.012658228"
"247;A16;Ra;0.025316456"
"247;A16;Sp;0.025316456"
"247;A16;To;0.075949367"
"248;A16;Ra;1"
"249;A16;Cb;0.111111111"
"249;A16;Dg;0.022222222"
"249;A16;Ga;0.022222222"
"249;A16;Lp;0.444444444"
"249;A16;Pt;0.077777778"
"249;A16;Ra;0.322222222"
"250;A16;Pg;1"
"252;A16;Am;0.107438017"
"252;A16;Ao;0.016528926"
"252;A16;Be;0"
"252;A16;Cj;0.495867769"
"252;A16;Fr;0.123966942"
"252;A16;Hp;0.024793388"
"252;A16;Pg;0.033057851"
"252;A16;Sp;0.198347107"
"253;A16;Fr;0.769230769"
"253;A16;Pt;0.025641026"
"253;A16;Ra;0.128205128"
"253;A16;Sp;0.076923077"
"254;A16;Am;0.026666667"
"254;A16;Be;0.026666667"
"254;A16;Cj;0.266666667"
"254;A16;Dc;0.093333333"
"254;A16;Fr;0.4"
"254;A16;Pg;0.04"
"254;A16;Pm;0.013333333"
"254;A16;Sp;0.133333333"
"255;A16;Cb;0.384615385"
"255;A16;Dg;0.240384615"
"255;A16;Pt;0.038461538"
"255;A16;To;0.336538462"
"256;A16;Hp;0.161290323"
"256;A16;Pg;0.193548387"
"256;A16;Pm;0.241935484"
"256;A16;Sp;0.403225806"
"257;A16;Ao;0.081395349"
"257;A16;Dc;0.23255814"
"257;A16;Fr;0.581395349"
"257;A16;Pm;0.104651163"
"258;A16;Am;0.339622642"
"258;A16;Ao;0.044025157"
"258;A16;Be;0.037735849"
"258;A16;Cj;0.251572327"
"258;A16;Dc;0.037735849"
"258;A16;Fr;0.213836478"
"258;A16;Hp;0.037735849"
"258;A16;Pm;0.037735849"
"259;A16;Cb;0.681318681"
"259;A16;Ga;0.032967033"
"259;A16;Hl;0.032967033"
"259;A16;Lp;0.252747253"
"260;A16;Am;0.909090909"
"260;A16;Dg;0.034090909"
"260;A16;Sp;0.056818182"
"261;A16;Dg;0.238095238"
"261;A16;Hl;0.047619048"
"261;A16;Pt;0.714285714"
"262;A16;Pg;1"
"263;A16;Cb;0.202702703"
"263;A16;Ga;0.135135135"
"263;A16;Lp;0.405405405"
"263;A16;Pt;0.135135135"
"263;A16;Ra;0.054054054"
"263;A16;To;0.067567568"
"264;A16;Ao;0.1875"
"264;A16;Dg;0.125"
"264;A16;Hp;0.3125"
"264;A16;Ra;0.375"
"265;A16;Am;0.388888889"
"265;A16;Dc;0.111111111"
"265;A16;Lp;0.366666667"
"265;A16;To;0.133333333"
"266;A16;Ao;0.010526316"
"266;A16;Cj;0.315789474"
"266;A16;Fr;0.631578947"
"266;A16;Pg;0.042105263"
"267;A16;Ga;0.1875"
"267;A16;Hl;0.0125"
"267;A16;Lp;0.4375"
"267;A16;Pt;0.075"
"267;A16;Ra;0.1875"
"267;A16;To;0.1"
"268;A16;Am;0.579710145"
"268;A16;Ao;0.014492754"
"268;A16;Dg;0.043478261"
"268;A16;Hl;0.072463768"
"268;A16;Pg;0.057971014"
"268;A16;Pm;0.144927536"
"268;A16;Ra;0.086956522"
"269;A16;Dc;0.175438596"
"269;A16;Hl;0.175438596"
"269;A16;Hp;0.035087719"
"269;A16;Pg;0.087719298"
"269;A16;Pm;0.350877193"
"269;A16;To;0.175438596"
"270;A16;Dg;0.085365854"
"270;A16;Lp;0.853658537"
"270;A16;To;0.06097561"
"271;A16;Ao;0.064516129"
"271;A16;Be;0.025806452"
"271;A16;Cj;0.425806452"
"271;A16;Dc;0.064516129"
"271;A16;Fr;0.296774194"
"271;A16;Pg;0.025806452"
"271;A16;Pm;0.038709677"
"271;A16;Sp;0.058064516"
"272;A16;Am;0.789473684"
"272;A16;Ao;0.026315789"
"272;A16;Dc;0.078947368"
"272;A16;Pm;0.105263158"
"273;A16;Cj;0.602409639"
"273;A16;Dg;0.072289157"
"273;A16;Sp;0.084337349"
"273;A16;To;0.240963855"
"274;A16;Pm;1"
"275;A16;Fr;1"
"276;A16;Ao;0.015463918"
"276;A16;Be;0.015463918"
"276;A16;Cb;0.278350515"
"276;A16;Cj;0.175257732"
"276;A16;Hl;0.010309278"
"276;A16;Hp;0.051546392"
"276;A16;Lp;0.391752577"
"276;A16;To;0.06185567"
"277;A16;Cb;0.165517241"
"277;A16;Ga;0.137931034"
"277;A16;Hl;0.068965517"
"277;A16;Lp;0.344827586"
"277;A16;Pt;0.034482759"
"277;A16;Ra;0.137931034"
"277;A16;To;0.110344828"
"278;A16;Ao;1"
"279;A16;Sp;1"
"280;A16;Be;0.043478261"
"280;A16;Dc;0.072463768"
"280;A16;Ga;0.289855072"
"280;A16;Lp;0.463768116"
"280;A16;Pg;0.057971014"
"280;A16;Pm;0.043478261"
"280;A16;Ra;0.028985507"
"281;A16;Am;1"
"282;A16;Am;0.147058824"
"282;A16;Ao;0.029411765"
"282;A16;Be;0.029411765"
"282;A16;Dc;0.073529412"
"282;A16;Fr;0.441176471"
"282;A16;Hp;0.073529412"
"282;A16;Pm;0.058823529"
"282;A16;Sp;0.147058824"
"283;A16;Dc;0.171428571"
"283;A16;Lp;0.642857143"
"283;A16;Pm;0.114285714"
"283;A16;To;0.071428571"
"284;A16;Be;0.051948052"
"284;A16;Cj;0.714285714"
"284;A16;Dc;0.103896104"
"284;A16;Pm;0.12987013"
"285;A16;Am;0.25"
"285;A16;Ao;0.025"
"285;A16;Be;0.0625"
"285;A16;Fr;0.25"
"285;A16;Hp;0.125"
"285;A16;Pg;0.0625"
"285;A16;Pm;0.0875"
"285;A16;Sp;0.1375"
"286;A16;Cb;1"
"287;A16;Dg;0.046511628"
"287;A16;Lp;0.755813953"
"287;A16;Pt;0.093023256"
"287;A16;To;0.104651163"
"288;A16;Am;0.477777778"
"288;A16;Be;0.066666667"
"288;A16;Cj;0.2"
"288;A16;Dc;0.055555556"
"288;A16;Hp;0.088888889"
"288;A16;Pg;0.022222222"
"288;A16;Pm;0.011111111"
"288;A16;Sp;0.077777778"
"289;A16;Dg;0.091954023"
"289;A16;Lp;0.862068966"
"289;A16;Pt;0.045977011"
"290;A16;Am;0.208333333"
"290;A16;Ao;0"
"290;A16;Be;0.027777778"
"290;A16;Cb;0.041666667"
"290;A16;Cj;0.138888889"
"290;A16;Dc;0.027777778"
"290;A16;Dg;0.041666667"
"290;A16;Fr;0.069444444"
"290;A16;Ga;0.069444444"
"290;A16;Hl;0.041666667"
"290;A16;Hp;0.041666667"
"290;A16;Lp;0.069444444"
"290;A16;Pg;0.041666667"
"290;A16;Pm;0.027777778"
"290;A16;Pt;0.069444444"
"290;A16;Ra;0.013888889"
"290;A16;Sp;0.055555556"
"290;A16;To;0.013888889"
"291;A16;Cj;0.195652174"
"291;A16;Fr;0.543478261"
"291;A16;Ga;0.108695652"
"291;A16;Pm;0.02173913"
"291;A16;Pt;0.032608696"
"291;A16;Sp;0.086956522"
"291;A16;To;0.010869565"
"292;A16;Pt;1"
"293;A16;Ao;0.253807107"
"293;A16;Cb;0.182741117"
"293;A16;Dg;0.035532995"
"293;A16;Ga;0.223350254"
"293;A16;Hp;0.152284264"
"293;A16;Pg;0.020304569"
"293;A16;Ra;0.050761421"
"293;A16;Sp;0.081218274"
"294;A16;Lp;1"
"295;A16;Am;0.058139535"
"295;A16;Ao;0.011627907"
"295;A16;Be;0.011627907"
"295;A16;Cb;0.023255814"
"295;A16;Cj;0.063953488"
"295;A16;Dc;0.040697674"
"295;A16;Dg;0.011627907"
"295;A16;Fr;0.186046512"
"295;A16;Ga;0.011627907"
"295;A16;Hl;0.081395349"
"295;A16;Hp;0.011627907"
"295;A16;Lp;0.220930233"
"295;A16;Pg;0.058139535"
"295;A16;Pm;0.023255814"
"295;A16;Pt;0.093023256"
"295;A16;Ra;0.023255814"
"295;A16;Sp;0.058139535"
"295;A16;To;0.011627907"
"296;A16;Dg;0.038961039"
"296;A16;Lp;0.909090909"
"296;A16;Ra;0.051948052"
"297;A16;Dg;0.090909091"
"297;A16;Ga;0.606060606"
"297;A16;Ra;0.303030303"
"298;A16;Dg;1"
"299;A16;Hl;1"
"300;A16;Cb;0.277777778"
"300;A16;Dg;0.013888889"
"300;A16;Ga;0.111111111"
"300;A16;Lp;0.277777778"
"300;A16;Pt;0.069444444"
"300;A16;Ra;0.208333333"
"300;A16;To;0.041666667"
"301;A16;Cb;0.510204082"
"301;A16;Dg;0.040816327"
"301;A16;Ga;0.234693878"
"301;A16;Lp;0.12244898"
"301;A16;Pt;0"
"301;A16;Ra;0.091836735"
"302;A16;Ao;0.016949153"
"302;A16;Dc;0.084745763"
"302;A16;Dg;0.13559322"
"302;A16;To;0.762711864"
"303;A16;Am;0.476190476"
"303;A16;Ao;0.011904762"
"303;A16;Cb;0.178571429"
"303;A16;Ga;0.095238095"
"303;A16;Pm;0.05952381"
"303;A16;Sp;0.178571429"
"304;A16;Cb;0.342465753"
"304;A16;Dg;0.068493151"
"304;A16;Ga;0.164383562"
"304;A16;Hl;0.01369863"
"304;A16;Pt;0.273972603"
"304;A16;To;0.136986301"
"305;A16;Cb;0.639534884"
"305;A16;Ga;0.348837209"
"305;A16;Hl;0.011627907"
"306;A16;Dc;0.05"
"306;A16;Dg;0.05"
"306;A16;Ga;0.1"
"306;A16;Hl;0.02"
"306;A16;Hp;0.08"
"306;A16;Lp;0.5"
"306;A16;Pg;0.1"
"306;A16;Pm;0.1"
"307;A16;Am;0.402684564"
"307;A16;Ao;0.026845638"
"307;A16;Be;0.040268456"
"307;A16;Cj;0.134228188"
"307;A16;Dc;0.053691275"
"307;A16;Hp;0.187919463"
"307;A16;Pm;0.020134228"
"307;A16;Sp;0.134228188"
"308;A16;Am;0.223463687"
"308;A16;Ao;0.011173184"
"308;A16;Be;0.011173184"
"308;A16;Cb;0.044692737"
"308;A16;Cj;0.022346369"
"308;A16;Dc;0.011173184"
"308;A16;Dg;0.044692737"
"308;A16;Fr;0.011173184"
"308;A16;Ga;0.078212291"
"308;A16;Hl;0.335195531"
"308;A16;Hp;0.011173184"
"308;A16;Lp;0.055865922"
"308;A16;Pg;0.011173184"
"308;A16;Pm;0"
"308;A16;Pt;0.089385475"
"308;A16;Ra;0.016759777"
"308;A16;Sp;0.011173184"
"308;A16;To;0.011173184"
"309;A16;Am;0.277777778"
"309;A16;Ao;0.022222222"
"309;A16;Fr;0.666666667"
"309;A16;Hp;0.033333333"
"310;A16;Be;0.019607843"
"310;A16;Ga;0.196078431"
"310;A16;Pm;0.588235294"
"310;A16;To;0.196078431"
"311;A16;Dg;0.05"
"311;A16;Ga;0.066666667"
"311;A16;Hl;0.033333333"
"311;A16;Lp;0.75"
"311;A16;Pt;0.083333333"
"311;A16;To;0.016666667"
"312;A16;Dc;0.175438596"
"312;A16;Hp;0.122807018"
"312;A16;Pg;0.263157895"
"312;A16;Sp;0.438596491"
"313;A16;Ra;1"
"314;A16;Am;0.385416667"
"314;A16;Cj;0.385416667"
"314;A16;Fr;0.208333333"
"314;A16;Hp;0.020833333"
"316;A16;Ao;0.058823529"
"316;A16;Cj;0.588235294"
"316;A16;Dc;0.117647059"
"316;A16;Sp;0.235294118"
"317;A16;Cb;0.230769231"
"317;A16;Dg;0.107692308"
"317;A16;Ga;0.230769231"
"317;A16;Hl;0.046153846"
"317;A16;Ra;0.307692308"
"317;A16;To;0.076923077"
"318;A16;To;1"
"319;A16;Am;0.315789474"
"319;A16;Ga;0.105263158"
"319;A16;Lp;0.526315789"
"319;A16;Sp;0.052631579"
"320;A16;Am;0.277777778"
"320;A16;Ao;0.011111111"
"320;A16;Be;0.033333333"
"320;A16;Cj;0.166666667"
"320;A16;Fr;0.388888889"
"320;A16;Hp;0.088888889"
"320;A16;Pg;0.011111111"
"320;A16;Sp;0.022222222"
"321;A16;Dc;1"
"322;A16;Cb;0.290697674"
"322;A16;Hp;0.11627907"
"322;A16;Lp;0.581395349"
"322;A16;Pg;0.011627907"
"323;A16;Cb;0.150684932"
"323;A16;Dg;0.095890411"
"323;A16;Hl;0.383561644"
"323;A16;Lp;0.164383562"
"323;A16;Pt;0.068493151"
"323;A16;To;0.136986301"
"324;A16;Ao;0.016129032"
"324;A16;Be;0.016129032"
"324;A16;Cj;0.483870968"
"324;A16;Dc;0.193548387"
"324;A16;Fr;0.032258065"
"324;A16;Hp;0.016129032"
"324;A16;Pg;0.080645161"
"324;A16;Pm;0.161290323"
"325;A16;Be;0.027777778"
"325;A16;Dc;0.277777778"
"325;A16;Fr;0.138888889"
"325;A16;Ga;0.027777778"
"325;A16;Lp;0.208333333"
"325;A16;Pt;0.069444444"
"325;A16;Sp;0.138888889"
"325;A16;To;0.111111111"
"326;A16;Dg;0.06779661"
"326;A16;Ga;0.423728814"
"326;A16;Ra;0.508474576"
"327;A16;Cj;1"
"328;A16;Am;0.070175439"
"328;A16;Ao;0"
"328;A16;Be;0"
"328;A16;Cb;0.023391813"
"328;A16;Cj;0.233918129"
"328;A16;Dc;0.093567251"
"328;A16;Dg;0"
"328;A16;Fr;0.01754386"
"328;A16;Ga;0.023391813"
"328;A16;Hl;0.093567251"
"328;A16;Hp;0.011695906"
"328;A16;Lp;0.093567251"
"328;A16;Pg;0.011695906"
"328;A16;Pm;0.011695906"
"328;A16;Pt;0.035087719"
"328;A16;Ra;0.140350877"
"328;A16;Sp;0.116959064"
"328;A16;To;0.023391813"
"330;A16;Hp;1"
"331;A16;Ao;0.080645161"
"331;A16;Cj;0.483870968"
"331;A16;Hp;0.322580645"
"331;A16;Pg;0.112903226"
"332;A16;Cb;0.125"
"332;A16;Dg;0.125"
"332;A16;Ga;0.083333333"
"332;A16;Hl;0.208333333"
"332;A16;Lp;0.3125"
"332;A16;To;0.145833333"
"333;A16;Be;0.042553191"
"333;A16;Cb;0.106382979"
"333;A16;Dc;0.319148936"
"333;A16;Dg;0.042553191"
"333;A16;Hl;0.191489362"
"333;A16;Hp;0.063829787"
"333;A16;Pg;0.085106383"
"333;A16;Ra;0.14893617"
"334;A16;Ga;1"
"335;A16;Be;1"
"336;A16;Am;0.405405405"
"336;A16;Ao;0.013513514"
"336;A16;Be;0.013513514"
"336;A16;Cj;0.337837838"
"336;A16;Dc;0.040540541"
"336;A16;Pg;0.027027027"
"336;A16;Pm;0.027027027"
"336;A16;Sp;0.135135135"
"1;J17;Cj;0.280373832"
"1;J17;Dg;0.140186916"
"1;J17;Sp;0.112149533"
"1;J17;To;0.46728972"
"2;J17;Dc;0.085365854"
"2;J17;Lp;0.243902439"
"2;J17;Pm;0.487804878"
"2;J17;To;0.182926829"
"3;J17;Ao;0.025641026"
"3;J17;Be;0.017094017"
"3;J17;Cb;0.256410256"
"3;J17;Cj;0.341880342"
"3;J17;Hl;0.017094017"
"3;J17;Hp;0.085470085"
"3;J17;Lp;0.170940171"
"3;J17;To;0.085470085"
"4;J17;Dg;1"
"5;J17;Ao;0.230769231"
"5;J17;Dg;0.153846154"
"5;J17;Hp;0.461538462"
"5;J17;Ra;0.153846154"
"6;J17;Pm;1"
"7;J17;Dg;0.5"
"7;J17;Hl;0.375"
"7;J17;Pt;0.125"
"8;J17;Ao;1"
"9;J17;Dg;0.035087719"
"9;J17;Lp;0.263157895"
"9;J17;To;0.701754386"
"10;J17;Ao;0.03960396"
"10;J17;Cj;0.693069307"
"10;J17;Dc;0.01980198"
"10;J17;Sp;0.247524752"
