Plot;Harvest;Species;Herbivory;Notes
303;A18;Ao;NA;set to associated monoculture value
303;A18;Cb;NA;set to associated monoculture value
303;A18;Ga;NA;set to associated monoculture value
303;A18;Pm;NA;set to associated monoculture value
303;A18;Sp;NA;set to associated monoculture value
304;A18;Cb;0.56;
304;A18;Dg;0.96;
304;A18;Ga;0;
304;A18;Hl;NA;set to associated monoculture value
304;A18;Pt;0.48;
304;A18;To;0.384615384615385;
305;A18;Cb;0.32;
305;A18;Ga;0.12;
305;A18;Hl;NA;set to associated monoculture value
306;A18;Dc;NA;set to associated monoculture value
306;A18;Dg;NA;set to associated monoculture value
306;A18;Ga;NA;set to associated monoculture value
306;A18;Hl;NA;set to associated monoculture value
306;A18;Hp;NA;set to associated monoculture value
306;A18;Lp;NA;set to associated monoculture value
306;A18;Pg;NA;set to associated monoculture value
306;A18;Pm;NA;set to associated monoculture value
307;A18;Am;0.04;
307;A18;Ao;NA;set to associated monoculture value
307;A18;Be;0.28;
307;A18;Cj;0.64;
307;A18;Dc;NA;set to associated monoculture value
307;A18;Hp;0.36;
307;A18;Pm;0.56;
307;A18;Sp;1.04;
308;A18;Am;0.08;
308;A18;Ao;NA;set to associated monoculture value
308;A18;Be;0.72;
308;A18;Cb;0.88;
308;A18;Cj;0.84;
308;A18;Dc;NA;set to associated monoculture value
308;A18;Dg;1;
308;A18;Fr;0.565217391304348;
308;A18;Ga;0;
308;A18;Hl;1;
308;A18;Hp;0.44;
308;A18;Lp;0.72;
308;A18;Pg;0.24;
308;A18;Pm;0.933333333333333;
308;A18;Pt;0.625;
308;A18;Ra;NA;set to associated monoculture value
308;A18;Sp;1.64;
308;A18;To;NA;set to associated monoculture value
309;A18;Am;0;
309;A18;Ao;NA;set to associated monoculture value
309;A18;Fr;0.6;
309;A18;Hp;0.48;
310;A18;Be;0.44;
310;A18;Ga;0;
310;A18;Pm;1.32;
310;A18;To;0.28;
311;A18;Dg;NA;set to associated monoculture value
311;A18;Ga;NA;set to associated monoculture value
311;A18;Hl;NA;set to associated monoculture value
311;A18;Lp;NA;set to associated monoculture value
311;A18;Pt;NA;set to associated monoculture value
311;A18;To;NA;set to associated monoculture value
312;A18;Dc;NA;set to associated monoculture value
312;A18;Hp;0.32;
312;A18;Pg;1;
312;A18;Sp;1.52;
313;A18;Ra;2.76;
314;A18;Am;NA;set to associated monoculture value
314;A18;Cj;NA;set to associated monoculture value
314;A18;Fr;NA;set to associated monoculture value
314;A18;Hp;NA;set to associated monoculture value
316;A18;Ao;NA;set to associated monoculture value
316;A18;Cj;NA;set to associated monoculture value
316;A18;Dc;NA;set to associated monoculture value
316;A18;Sp;NA;set to associated monoculture value
317;A18;Cb;1.08;
317;A18;Dg;1.08;
317;A18;Ga;0.04;
317;A18;Hl;0.44;
317;A18;Ra;NA;set to associated monoculture value
317;A18;To;0.44;
318;A18;To;0.44;
319;A18;Am;NA;set to associated monoculture value
319;A18;Ga;NA;set to associated monoculture value
319;A18;Lp;NA;set to associated monoculture value
319;A18;Sp;NA;set to associated monoculture value
320;A18;Am;NA;set to associated monoculture value
320;A18;Ao;NA;set to associated monoculture value
320;A18;Be;NA;set to associated monoculture value
320;A18;Cj;NA;set to associated monoculture value
320;A18;Fr;NA;set to associated monoculture value
320;A18;Hp;NA;set to associated monoculture value
320;A18;Pg;NA;set to associated monoculture value
320;A18;Sp;NA;set to associated monoculture value
321;A18;Dc;1.04;
322;A18;Cb;NA;set to associated monoculture value
322;A18;Hp;0.12;
322;A18;Lp;0.36;
322;A18;Pg;0.36;
323;A18;Cb;0.76;
323;A18;Dg;0.96;
323;A18;Hl;0.44;
323;A18;Lp;0.6;
323;A18;Pt;0.44;
323;A18;To;0.52;
324;A18;Ao;NA;set to associated monoculture value
324;A18;Be;NA;set to associated monoculture value
324;A18;Cj;NA;set to associated monoculture value
324;A18;Dc;NA;set to associated monoculture value
324;A18;Fr;NA;set to associated monoculture value
324;A18;Hp;NA;set to associated monoculture value
324;A18;Pg;NA;set to associated monoculture value
324;A18;Pm;NA;set to associated monoculture value
325;A18;Be;0.64;
325;A18;Dc;NA;set to associated monoculture value
325;A18;Fr;0.48;
325;A18;Ga;0.12;
325;A18;Lp;0.44;
325;A18;Pt;0.76;
325;A18;Sp;1.48;
325;A18;To;0.44;
326;A18;Dg;1.16;
326;A18;Ga;0.16;
326;A18;Ra;NA;set to associated monoculture value
327;A18;Cj;0.76;
328;A18;Am;0.08;
328;A18;Ao;NA;set to associated monoculture value
328;A18;Be;0.48;
328;A18;Cb;0.44;
328;A18;Cj;0.8;
328;A18;Dc;NA;set to associated monoculture value
328;A18;Dg;0.96;
328;A18;Fr;0.44;
328;A18;Ga;0.16;
328;A18;Hl;0.56;
328;A18;Hp;0.72;
328;A18;Lp;0.4;
328;A18;Pg;0.56;
328;A18;Pm;0.72;
328;A18;Pt;0.84;
328;A18;Ra;NA;set to associated monoculture value
328;A18;Sp;1.16;
328;A18;To;0.785714285714286;
330;A18;Hp;0.56;
331;A18;Ao;NA;set to associated monoculture value
331;A18;Cj;NA;set to associated monoculture value
331;A18;Hp;NA;set to associated monoculture value
331;A18;Pg;NA;set to associated monoculture value
332;A18;Cb;NA;set to associated monoculture value
332;A18;Dg;NA;set to associated monoculture value
332;A18;Ga;NA;set to associated monoculture value
332;A18;Hl;NA;set to associated monoculture value
332;A18;Lp;NA;set to associated monoculture value
332;A18;To;NA;set to associated monoculture value
333;A18;Be;0.6;
333;A18;Cb;0.56;
333;A18;Dc;0.181818181818182;
333;A18;Dg;0.96;
333;A18;Hl;0.12;
333;A18;Hp;0.32;
333;A18;Pg;0.56;
333;A18;Ra;NA;set to associated monoculture value
334;A18;Ga;0.08;
335;A18;Be;1.24;
336;A18;Am;0;
336;A18;Ao;0.666666666666667;
336;A18;Be;0.4;
336;A18;Cj;1;
336;A18;Dc;NA;set to associated monoculture value
336;A18;Pg;0.2;
336;A18;Pm;0.52;
336;A18;Sp;0.92;
